张国财,115.524671,30.043013,湖北省, 黄冈市, 武穴市
武汉常青新大地商贸有限公司,114.268231,30.635258,湖北省, 武汉市, 江汉区
新余市罗坊镇百事达奶粉经销店,115.125399,27.857808,江西省, 新余市, 渝水区
百色14(农工商),106.631821,23.901512,广西壮族自治区, 百色市, 右江区
上海市闸北区登杰调味品经营部,121.457769,31.288044,上海市, 上海市, 闸北区
五常市大洋粮油有限公司,127.491113,44.772543,黑龙江省, 哈尔滨市, 五常市
上海肯德基有限公司田林餐厅,105.999827,24.392538,广西壮族自治区, 百色市, 田林县
江南菜场（何鸿英）,121.595667,29.894102,浙江省, 宁波市, 江东区
安亭加盟 预付1,121.16892,31.30092,上海市, 上海市, 嘉定区
闵行吴泾店（物美）,121.462313,31.072595,上海市, 上海市, 闵行区
创见咨询有限公司,120.759173,30.774657,浙江省, 嘉兴市, 南湖区
家得利虹桥,117.06931,30.512837,安徽省, 安庆市, 迎江区
天山2店100(伍缘折扣超市),87.632903,43.78386,新疆维吾尔自治区, 乌鲁木齐市, 天山区
湖南红星盛业食品股份有限公司,111.720663,27.695864,湖南省, 娄底市, 涟源市
曲阳易买得,114.660664,38.706612,河北省, 保定市, 曲阳县
上海奉贤区,121.560642,30.915122,上海市, 上海市, 奉贤区
锦江麦德龙现购自运有限公司浦东商场,121.562483,31.211218,上海市, 上海市, 浦东新区
怡乐食蒂森克虏伯电梯,113.328536,23.147535,广东省, 广州市, 天河区
陈乐乐加盟超市（预付1）,106.654028,30.490221,四川省, 广安市, 广安区
鲜德宝超市预付,121.474586,31.31198,上海市, 上海市, 虹口区
政肃141(伍缘折扣超市),121.420204,31.026462,上海市, 上海市, 闵行区
闵行平阳381(伍缘折扣店),121.399966,31.104771,上海市, 上海市, 闵行区
永春西一路菜店（单位加腽）,121.742244,30.979608,上海市, 上海市, 浦东新区
上海市宝山区百姓食品经营部,121.409041,31.398623,上海市, 上海市, 宝山区
上海市松江区叶榭沈红丽豆制品摊,121.328821,30.954712,上海市, 上海市, 松江区
靖宇44号,126.902468,42.449966,吉林省, 白山市, 靖宇县
13.兴泰市场,115.34061,22.959638,广东省, 汕尾市, 海丰县
杭州,120.219375,30.259245,浙江省, 杭州市, 江干区
上海必胜客有限公司常德餐厅,121.443404,31.246764,上海市, 上海市, 普陀区
桂林（联华）,110.26092,25.262901,广西壮族自治区, 桂林市, 秀峰区
叶松,108.385698,25.685123,贵州省, 黔东南苗族侗族自治州, 榕江县
南大路如海超市加盟（预付）,121.504925,28.72215,浙江省, 台州市, 椒江区
香凝工艺品有限公司,117.0594,28.229218,江西省, 鹰潭市, 月湖区
宝应县优豆贸易有限公司,119.455651,33.225834,江苏省, 扬州市, 宝应县
上海品高食品有限公司,121.250586,31.044882,上海市, 上海市, 松江区
蓬莱-老吴,120.862694,37.66116,山东省, 烟台市, 蓬莱市
39.家乐福徐泾店,121.289992,31.174203,上海市, 上海市, 青浦区
（仙霞店）上海新旺餐饮管理有限公司仙霞店,121.487549,31.231196,上海市, 上海市, 黄浦区
03.新丰庄,119.362709,33.313451,江苏省, 扬州市, 宝应县
福州开发区鑫鸿益食品有限公司,119.330221,26.047125,福建省, 福州市, 仓山区
沙霞240(伍缘折扣超市),121.420204,31.026462,上海市, 上海市, 闵行区
上海乐春重工机电设备有限公司,121.447976,31.234474,上海市, 上海市, 静安区
车城物业管理有限公司(车城物业餐厅食堂),120.272546,29.702155,浙江省, 绍兴市, 诸暨市
好又多(兴仁店),105.200671,25.436265,贵州省, 黔西南布依族苗族自治州, 兴仁县
新港卜蜂莲花,116.488728,40.004545,北京市, 北京市, 朝阳区
上海新星农副产品市场经营管理有限公司,121.465839,31.340404,上海市, 上海市, 宝山区
沁春路联华加盟（预付）,121.381567,31.09312,上海市, 上海市, 闵行区
上海洋才食品店,121.487899,31.249162,上海市, 上海市, 闸北区
昆山伴宇冷轧带钢有限公司,121.077091,31.179491,江苏省, 苏州市, 昆山市
上海增鑫食品销售有限公司,121.487899,31.249162,上海市, 上海市, 闸北区
浦金店(加盟超市),106.654028,30.490221,四川省, 广安市, 广安区
上海欣鹏大酒店有限公司,121.487175,31.282703,上海市, 上海市, 虹口区
上海肯德基有限公司鼎城餐厅,121.762216,31.047596,上海市, 上海市, 浦东新区
世纪联华安亭专卖,121.167991,31.311983,上海市, 上海市, 嘉定区
上海盛吉食品经营部,121.487899,31.249162,上海市, 上海市, 闸北区
好邻厨房加盟店,120.552279,31.868494,江苏省, 苏州市, 张家港市
沃尔玛南浦大桥店,121.523493,31.210255,上海市, 上海市, 浦东新区
上海曹安陇南农副产品市场,121.42091,31.134016,上海市, 上海市, 闵行区
华漕大润发,121.299523,31.216237,上海市, 上海市, 闵行区
平和西溪,117.302504,24.446632,福建省, 漳州市, 平和县
金方餐饮,103.247197,23.722529,云南省, 红河哈尼族彝族自治州, 开远市
中粮肉食(上海）有限公司,121.487899,31.249162,上海市, 上海市, 闸北区
上海紫燕食品有限公司第七分公司,121.397292,31.064977,上海市, 上海市, 闵行区
常客隆(福山店),120.76156,31.672725,江苏省, 苏州市, 常熟市
上海沸凌商贸有限公司,121.487899,31.249162,上海市, 上海市, 闸北区
